Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
講演会・パネルディスカッション「いざ！戦国時代展へ!!」,1580,"東京都江戸東京博物館 - 1F 小ホール（旧 映像ホール）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
「江戸と北京-18世紀の都市と暮らし」展,1582,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
ブロガー特別内覧会,1583,"東京都江戸東京博物館 - 1F 特別展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読む②,1585,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
東條琴臺と江戸の学問②東條琴臺と江戸文人社会,1586,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
長崎学連携講座,1587,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸町人の食事情②日常の食と素材,1588,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸のシェア③自治組織……「町」,1589,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座①シーボルト・コレクションにおける絵画作品,1590,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ①西川祐信―上方絵の第一人者―,1591,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」①国立近現代建築資料館―その役割と楽しみ方―,1592,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座②シーボルトのコレクションと地図,1593,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座③シーボルト・コレクションにおける漆工芸,1594,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち①富士筑波のことばとかたち―江戸の境界―,1595,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座④再来日時の日記にみえるシーボルト・コレクション,1596,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ②流光斎如圭―上方役者絵の元祖―,1597,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」②海外の事例に学ぶ―イギリス、アメリカの建築博物館事情―,1598,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
日光社参と江戸の人材派遣業①,1599,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座⑤書簡が語るシーボルト像,1600,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「よみがえれ！シーボルトの日本博物館」関連講座⑥シーボルトの日本博物館構想と川原慶賀筆『人物画帳』,1601,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸東京たてもの園セミナー「建築博物館を楽しもう！」③明治村からたてもの園へ―ライバルへのメッセージ―,1602,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
日光社参と江戸の人材派遣業②,1604,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"企画展「市民からのおくりもの2016」関連講座 将軍家の婚礼と婚礼道具―姿見鏡が映す大奥の世界",1605,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ③五雲亭貞秀―空飛ぶ浮世絵師―,1606,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち②日本橋のことばとかたち―江戸の中央―,1607,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
浮世絵師列伝Ⅵ④河鍋暁斎―奇想の画鬼―,1608,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読むⅡ①,1609,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？①天下祭と江戸の町人文化,1610,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？②神田祭の昔と今―祭礼文化の持続と変容―,1611,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸名所のことばとかたち③隅田川のことばとかたち―江戸の記憶―,1612,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
プレ古文書講座『天保改革町触史料』を読むⅡ②,1613,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
天下祭とは何か？③天下祭と職人,1614,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座①戦国時代庭園の諸相―儀礼の庭・社交の庭・信仰の庭―,1615,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座①「徳川将軍家の婚礼」展の見どころ,1616,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2017,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座②将軍御台所の婚礼と篤姫・和宮の婚礼調度,1617,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2017,2016,,無し,,有り,バリアフリー対応施設,なし,なし
千住の文化と美術―琳派と文晁の系譜―①千住の酒合戦をめぐる人々,1618,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座③戦国時代の朝廷,1619,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
企画展「徳川将軍家の婚礼」関連講座③将軍家の婚礼に見る有職故実,1620,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「戦国時代展-ACenturyofDreams-」関連講座④信長の城づくり事始～小牧山城の発掘調査から～,1621,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸幕府の最高権力者徳川将軍①徳川氏の血統,1622,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
幕末維新期における江戸の人材派遣業①,1623,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
千住の文化と美術―琳派と文晁の系譜―②千住の琳派絵師,1624,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
幕末維新期における江戸の人材派遣業②,1625,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
福井県連携講座「由利公正という個性」,1626,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
江戸幕府の最高権力者徳川将軍②歴代将軍一覧,1627,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「江戸と北京」関連講座①「老北京」の年中行事,1628,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
特別展「江戸と北京」関連講座②絵巻から見た江戸と北京の都市生活―「江戸と北京」展のみどころ―,1629,"東京都江戸東京博物館 - 1F 貸出施設 会議室|東京都江戸東京博物館 - 1F 貸出施設 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
